step,nowcast_date,epoch,train_loss
20,2005-02-28,1,166.49530029296875
20,2005-02-28,2,197.9495086669922
20,2005-02-28,3,103.56888580322266
20,2005-02-28,4,75.5318603515625
20,2005-02-28,5,119.14326858520508
20,2005-02-28,6,67.34097290039062
20,2005-02-28,7,70.62056732177734
20,2005-02-28,8,46.901419162750244
20,2005-02-28,9,34.865492939949036
20,2005-02-28,10,36.89326763153076
20,2005-02-28,11,30.366079330444336
20,2005-02-28,12,22.459680318832397
20,2005-02-28,13,37.40311145782471
20,2005-02-28,14,26.45279312133789
20,2005-02-28,15,18.740894317626953
20,2005-02-28,16,23.147558212280273
20,2005-02-28,17,10.96427297592163
20,2005-02-28,18,10.318798065185547
20,2005-02-28,19,13.166293621063232
20,2005-02-28,20,6.2155585289001465
20,2005-02-28,21,8.969666242599487
20,2005-02-28,22,7.529672384262085
20,2005-02-28,23,8.967436790466309
20,2005-02-28,24,4.7653748989105225
20,2005-02-28,25,3.294090509414673
20,2005-02-28,26,2.985086679458618
20,2005-02-28,27,2.1500800997018814
20,2005-02-28,28,3.0399471521377563
20,2005-02-28,29,3.0082885026931763
20,2005-02-28,30,1.8157316744327545
20,2005-02-28,31,2.1470282077789307
20,2005-02-28,32,3.2732396125793457
20,2005-02-28,33,2.591654896736145
20,2005-02-28,34,4.138196349143982
20,2005-02-28,35,1.9000297784805298
20,2005-02-28,36,1.3063548803329468
20,2005-02-28,37,3.5785796642303467
20,2005-02-28,38,6.355151653289795
20,2005-02-28,39,3.5140248984098434
20,2005-02-28,40,2.5802301168441772
20,2005-02-28,41,2.3600876331329346
20,2005-02-28,42,1.926335096359253
20,2005-02-28,43,1.4432819187641144
20,2005-02-28,44,1.3792120814323425
20,2005-02-28,45,3.539967656135559
20,2005-02-28,46,2.7934184670448303
20,2005-02-28,47,0.938505232334137
20,2005-02-28,48,1.7900800108909607
20,2005-02-28,49,2.1128495037555695
20,2005-02-28,50,0.6772439479827881
21,2005-05-31,1,212.70226287841797
21,2005-05-31,2,222.59046936035156
21,2005-05-31,3,247.37281799316406
21,2005-05-31,4,252.53060913085938
21,2005-05-31,5,211.14873504638672
21,2005-05-31,6,231.16261291503906
21,2005-05-31,7,175.98817443847656
21,2005-05-31,8,179.3698501586914
21,2005-05-31,9,92.89811420440674
21,2005-05-31,10,110.42192459106445
21,2005-05-31,11,140.34378814697266
21,2005-05-31,12,113.63356399536133
21,2005-05-31,13,117.87206268310547
21,2005-05-31,14,102.08181381225586
21,2005-05-31,15,82.99230194091797
21,2005-05-31,16,99.17334365844727
21,2005-05-31,17,77.85761642456055
21,2005-05-31,18,75.43777847290039
21,2005-05-31,19,52.705854415893555
21,2005-05-31,20,69.35568237304688
21,2005-05-31,21,53.78683280944824
21,2005-05-31,22,47.33298683166504
21,2005-05-31,23,41.17876434326172
21,2005-05-31,24,38.68018817901611
21,2005-05-31,25,36.8127498626709
21,2005-05-31,26,20.375248312950134
21,2005-05-31,27,17.474990129470825
21,2005-05-31,28,13.800809144973755
21,2005-05-31,29,12.635502815246582
21,2005-05-31,30,10.485980466008186
21,2005-05-31,31,12.757803201675415
21,2005-05-31,32,29.691500306129456
21,2005-05-31,33,9.748578503727913
21,2005-05-31,34,9.930283188819885
21,2005-05-31,35,9.750215709209442
21,2005-05-31,36,9.209310442209244
21,2005-05-31,37,26.693496763706207
21,2005-05-31,38,8.824665427207947
21,2005-05-31,39,6.239450931549072
21,2005-05-31,40,3.45811927318573
21,2005-05-31,41,1.778816819190979
21,2005-05-31,42,1.4024791717529297
21,2005-05-31,43,0.9373572766780853
21,2005-05-31,44,0.7373670637607574
21,2005-05-31,45,0.5462398827075958
21,2005-05-31,46,0.9647063761949539
21,2005-05-31,47,0.44380126148462296
21,2005-05-31,48,0.6709102988243103
21,2005-05-31,49,0.4039873629808426
21,2005-05-31,50,0.242966890335083
22,2005-08-31,1,172.6376953125
22,2005-08-31,2,117.94429779052734
22,2005-08-31,3,128.44460678100586
22,2005-08-31,4,97.20921325683594
22,2005-08-31,5,108.70927429199219
22,2005-08-31,6,149.53461265563965
22,2005-08-31,7,111.85130310058594
22,2005-08-31,8,111.93460845947266
22,2005-08-31,9,146.23309516906738
22,2005-08-31,10,84.17656326293945
22,2005-08-31,11,99.93964004516602
22,2005-08-31,12,52.3881778717041
22,2005-08-31,13,53.06923484802246
22,2005-08-31,14,42.163503885269165
22,2005-08-31,15,85.48640441894531
22,2005-08-31,16,50.29893779754639
22,2005-08-31,17,50.45813751220703
22,2005-08-31,18,80.52339792251587
22,2005-08-31,19,70.34246063232422
22,2005-08-31,20,46.93355369567871
22,2005-08-31,21,78.1020450592041
22,2005-08-31,22,68.45988607406616
22,2005-08-31,23,29.497426509857178
22,2005-08-31,24,30.21704661846161
22,2005-08-31,25,73.34002161026001
22,2005-08-31,26,27.429917335510254
22,2005-08-31,27,15.70578908920288
22,2005-08-31,28,8.963203430175781
22,2005-08-31,29,4.570773124694824
22,2005-08-31,30,8.034629702568054
22,2005-08-31,31,5.824964284896851
22,2005-08-31,32,3.273458808660507
22,2005-08-31,33,2.1975189447402954
22,2005-08-31,34,2.5150444507598877
22,2005-08-31,35,2.6687645614147186
22,2005-08-31,36,2.9777275919914246
22,2005-08-31,37,2.3239722847938538
22,2005-08-31,38,1.277606874704361
22,2005-08-31,39,0.9501803368330002
22,2005-08-31,40,0.8641828298568726
22,2005-08-31,41,0.9202655255794525
22,2005-08-31,42,0.6912970393896103
22,2005-08-31,43,0.34398408234119415
22,2005-08-31,44,0.18177619576454163
22,2005-08-31,45,0.4610484093427658
22,2005-08-31,46,0.26944321393966675
22,2005-08-31,47,0.3891391009092331
22,2005-08-31,48,0.2999400645494461
22,2005-08-31,49,0.46352463960647583
22,2005-08-31,50,0.19768691062927246
23,2005-11-30,1,231.5254364013672
23,2005-11-30,2,227.57776641845703
23,2005-11-30,3,211.79522705078125
23,2005-11-30,4,226.66437530517578
23,2005-11-30,5,197.8596954345703
23,2005-11-30,6,157.1273651123047
23,2005-11-30,7,167.2678985595703
23,2005-11-30,8,134.32697296142578
23,2005-11-30,9,145.89344024658203
23,2005-11-30,10,144.6978988647461
