nowcast_date,y_true,y_pred
2005-02-28,4.413020211694629,0.2054746150970459
2005-05-31,1.965660123449453,-5.686041831970215
2005-08-31,3.1230326804525532,4.5385589599609375
2005-11-30,2.215916948830454,-10.12900161743164
2006-02-28,5.345655379085201,4.822393894195557
2006-05-31,1.0336742995598058,-1.8272496461868286
2006-08-31,0.5993744160321057,4.71584939956665
2006-11-30,3.423110226166415,2.415450096130371
2007-02-28,1.2015362468524415,1.0557944774627686
2007-05-31,2.439593165872367,0.6542223691940308
2007-08-31,2.2974924437228594,12.777485847473145
2007-11-30,2.5050862048779265,1.244866132736206
2008-02-29,-1.7107102360128579,4.0364251136779785
2008-05-31,2.3746503725263324,3.4545178413391113
2008-08-31,-2.1065695211134994,-6.391162395477295
2008-11-30,-8.853365095794175,-20.0
2009-02-28,-4.565452543960902,5.272719383239746
2009-05-31,-0.715242887051204,-19.444108963012695
2009-08-31,1.402308618855841,-20.0
2009-11-30,4.300454151697863,2.541991949081421
2010-02-28,1.933324088271604,-9.819366455078125
2010-05-31,3.8517399290434184,-1.3164342641830444
2010-08-31,3.072509082001318,2.198172092437744
2010-11-30,2.094945457780284,3.066304922103882
2011-02-28,-0.9499466944198787,3.3515772819519043
2011-05-31,2.697214987466623,4.758135795593262
2011-08-31,-0.0892609023139812,6.443470001220703
2011-11-30,4.467158724585829,7.257198333740234
2012-02-29,3.340376727516059,0.3030416965484619
2012-05-31,1.7813665065290252,1.6133761405944824
2012-08-31,0.5756975059448166,2.5095443725585938
2012-11-30,0.46229496630019185,3.667099952697754
2013-02-28,3.926903706206275,3.3782293796539307
2013-05-31,1.0691153060548686,2.0814104080200195
2013-08-31,3.3911586209988798,2.88791561126709
2013-11-30,3.47185609530527,4.664670944213867
2014-02-28,-1.3827712598640574,1.2322317361831665
2014-05-31,5.1342760916597285,2.4383556842803955
2014-08-31,4.832259330312638,1.9181246757507324
2014-11-30,2.0178344061733355,2.0911002159118652
2015-02-28,3.5858191507699644,7.026162147521973
2015-05-31,2.469978633014591,5.782063961029053
2015-08-31,1.5977848462760846,1.174328088760376
2015-11-30,0.7372366908420247,2.6737937927246094
2016-02-29,2.311386607388499,1.5704588890075684
2016-05-31,1.2824382650691746,4.431363582611084
2016-08-31,2.827543676441735,1.1554863452911377
2016-11-30,2.2110741144842905,2.0248637199401855
2017-02-28,1.9428349324144278,3.199507236480713
2017-05-31,2.233244405191215,2.091184377670288
2017-08-31,3.141726102739284,2.80521559715271
2017-11-30,4.48297110775755,2.8750205039978027
2018-02-28,3.2404778196678308,1.9976491928100586
2018-05-31,2.11768492150739,3.8501482009887695
2018-08-31,2.487041930090328,1.9191113710403442
2018-11-30,0.5661759932735322,0.4605594873428345
2019-02-28,2.4895091629069555,4.092146873474121
2019-05-31,3.326711173158259,0.2534366846084595
2019-08-31,4.6528410323638525,0.7065519094467163
2019-11-30,2.7182543872214637,3.99123477935791
2020-02-29,-5.300247883186415,3.032935857772827
2020-05-31,-32.81728241610793,20.0
2020-08-31,29.902998544979198,2.1986684799194336
2020-11-30,4.508555862817332,0.2671926021575928
2021-02-28,5.544658613895592,-20.0
2021-05-31,6.750285416705282,8.042839050292969
2021-08-31,3.2866716567674814,2.1233417987823486
2021-11-30,6.804809235885756,4.4257354736328125
2022-02-28,-1.0204951651815009,3.521434783935547
2022-05-31,0.6256983803410776,3.7019360065460205
2022-08-31,2.877225330117028,1.1862646341323853
2022-11-30,2.7514765401292607,4.750445365905762
2023-02-28,2.884974679699326,3.883502960205078
2023-05-31,2.503636219206129,3.2149276733398438
2023-08-31,4.5880109584366835,1.3384877443313599
2023-11-30,3.3620596105876643,0.9695372581481934
2024-02-29,0.8385657658578793,2.0608835220336914
2024-05-31,3.5263554170946065,2.5062167644500732
2024-08-31,3.2855812596196188,1.671027421951294
2024-11-30,1.8352819713321367,1.7359241247177124
