nowcast_date,y_true,y_pred
2019-02-28,2.4895091629069555,2.5514545341894097
2019-05-31,3.326711173158259,1.6123328358940061
2019-08-31,4.6528410323638525,2.0432249580854185
2019-11-30,2.7182543872214637,2.053134665446299
2020-02-29,-5.300247883186415,2.570013069958196
2020-05-31,-32.81728241610793,2.9099640175472485
2020-08-31,29.902998544979198,-0.23952243886369654
2020-11-30,4.508555862817332,2.5063827296886205
2021-02-28,5.544658613895592,2.3471859008368194
2021-05-31,6.750285416705282,5.921462479134863
2021-08-31,3.2866716567674814,4.290712673276381
2021-11-30,6.804809235885756,7.595486757391065
2022-02-28,-1.0204951651815009,5.691019210095808
2022-05-31,0.6256983803410776,0.8496304895529904
2022-08-31,2.877225330117028,2.2682964125968845
2022-11-30,2.7514765401292607,1.0792864531995066
2023-02-28,2.884974679699326,1.8404413243449342
2023-05-31,2.503636219206129,1.833254424438742
2023-08-31,4.5880109584366835,2.487697696650983
2023-11-30,3.3620596105876643,2.3936993445103445
2024-02-29,0.8385657658578793,4.456771617351051
2024-05-31,3.5263554170946065,2.0275895302882545
2024-08-31,3.2855812596196188,2.7624415378365974
2024-11-30,1.8352819713321367,2.170039279535327
